timestamp, Grid, 0, Kitchen - Fridge 2, 0, Dining - Heating, 0, Kitchen - Freezer 2, 0, Kitchen - Fridge 1, 0, Kitchen - Heating, 0, Kitchen - Freezer 1, 0, Restrooms - Heating, 0, Office - Heating, 0
2023-01-01 18:00:00,31254,0,1956,0,2549,0,7992,0,949,0,2755,0,7347,0,2519,0,2494,0
2023-01-01 19:00:00,32354,0,1986,0,2579,0,8358,0,979,0,2785,0,7871,0,2549,0,2524,0
2023-01-01 20:00:00,33477,0,2016,0,2609,0,8686,0,1009,0,2814,0,8457,0,2579,0,2554,0
2023-01-01 21:00:00,34454,0,2046,0,2639,0,9176,0,1039,0,2844,0,8733,0,2609,0,2584,0
2023-01-01 22:00:00,35453,0,2076,0,2669,0,9450,0,1069,0,2874,0,9248,0,2639,0,2614,0
2023-01-01 23:00:00,36607,0,2106,0,2699,0,9876,0,1099,0,2904,0,9766,0,2669,0,2644,0
2023-01-02 00:00:00,37560,0,2136,0,2729,0,10246,0,1129,0,2934,0,10139,0,2699,0,2674,0
2023-01-02 01:00:00,38831,0,2166,0,2759,0,10856,0,1159,0,2964,0,10590,0,2729,0,2704,0
2023-01-02 02:00:00,39824,0,2196,0,2789,0,11198,0,1189,0,2994,0,11031,0,2759,0,2734,0
2023-01-02 03:00:00,40744,0,2226,0,2819,0,11585,0,1219,0,3024,0,11354,0,2789,0,2764,0
2023-01-02 04:00:00,41818,0,2256,0,2849,0,12101,0,1249,0,3054,0,11702,0,2819,0,2794,0
2023-01-02 05:00:00,43158,0,2286,0,2879,0,12684,0,1279,0,3084,0,12249,0,2849,0,2824,0
2023-01-02 06:00:00,44362,0,2316,0,2909,0,13130,0,1309,0,3114,0,12798,0,2879,0,2854,0
2023-01-02 07:00:00,45479,0,2346,0,2939,0,13549,0,1339,0,3144,0,13286,0,2909,0,2884,0
2023-01-02 08:00:00,46607,0,2376,0,2969,0,14131,0,1369,0,3174,0,13621,0,2939,0,2914,0
2023-01-02 09:00:00,50307,0,2798,0,3519,0,14695,0,1490,0,3537,0,13998,0,3321,0,3453,0
2023-01-02 10:00:00,53719,0,3263,0,3870,0,15304,0,1592,0,3922,0,14498,0,3585,0,3889,0
2023-01-02 11:00:00,56554,0,3679,0,4134,0,15698,0,1688,0,4293,0,15003,0,3927,0,4094,0
2023-01-02 12:00:00,57734,0,3709,0,4164,0,16232,0,1718,0,4323,0,15439,0,3957,0,4124,0
2023-01-02 13:00:00,58846,0,3739,0,4194,0,16627,0,1748,0,4353,0,15945,0,3987,0,4154,0
2023-01-02 14:00:00,60123,0,3782,0,4305,0,17042,0,1786,0,4390,0,16407,0,4031,0,4237,0
2023-01-02 15:00:00,64002,0,4192,0,4868,0,17440,0,1872,0,4840,0,16752,0,4538,0,4845,0
2023-01-02 16:00:00,67904,0,4648,0,5387,0,17776,0,1978,0,5406,0,17294,0,4960,0,5314,0
2023-01-02 17:00:00,69022,0,4678,0,5417,0,18261,0,2008,0,5436,0,17717,0,4990,0,5344,0
2023-01-02 18:00:00,69975,0,4708,0,5447,0,18623,0,2038,0,5466,0,18098,0,5020,0,5374,0
2023-01-02 19:00:00,71285,0,4738,0,5477,0,19084,0,2068,0,5496,0,18737,0,5050,0,5404,0
2023-01-02 20:00:00,72174,0,4768,0,5507,0,19412,0,2098,0,5526,0,19088,0,5080,0,5434,0
2023-01-02 21:00:00,73244,0,4798,0,5537,0,19793,0,2128,0,5556,0,19567,0,5110,0,5464,0
2023-01-02 22:00:00,74191,0,4828,0,5567,0,20153,0,2158,0,5586,0,19945,0,5140,0,5494,0
2023-01-02 23:00:00,75177,0,4858,0,5597,0,20639,0,2188,0,5616,0,20234,0,5170,0,5524,0
2023-01-03 00:00:00,76163,0,4888,0,5627,0,21163,0,2218,0,5646,0,20486,0,5200,0,5554,0
2023-01-03 01:00:00,76968,0,4918,0,5657,0,21460,0,2248,0,5676,0,20783,0,5230,0,5584,0
2023-01-03 02:00:00,77855,0,4948,0,5687,0,21809,0,2278,0,5706,0,21113,0,5260,0,5614,0
2023-01-03 03:00:00,78966,0,4978,0,5717,0,22324,0,2308,0,5736,0,21499,0,5290,0,5644,0
2023-01-03 04:00:00,80299,0,5008,0,5747,0,22846,0,2338,0,5766,0,22099,0,5320,0,5674,0
2023-01-03 05:00:00,81389,0,5038,0,5777,0,23339,0,2368,0,5796,0,22486,0,5350,0,5704,0
2023-01-03 06:00:00,82221,0,5068,0,5807,0,23684,0,2398,0,5826,0,22763,0,5380,0,5734,0
2023-01-03 07:00:00,83309,0,5098,0,5837,0,24074,0,2428,0,5856,0,23251,0,5410,0,5764,0
2023-01-03 08:00:00,84254,0,5128,0,5867,0,24388,0,2458,0,5886,0,23672,0,5440,0,5794,0
2023-01-03 09:00:00,87499,0,5499,0,6423,0,24842,0,2554,0,6186,0,24007,0,5709,0,6296,0
2023-01-03 10:00:00,91542,0,6103,0,6837,0,25355,0,2668,0,6526,0,24712,0,6117,0,6806,0
2023-01-03 11:00:00,94178,0,6333,0,7186,0,25879,0,2749,0,6886,0,25081,0,6334,0,7024,0
2023-01-03 12:00:00,95030,0,6363,0,7216,0,26217,0,2779,0,6916,0,25384,0,6364,0,7054,0
2023-01-03 13:00:00,96166,0,6393,0,7246,0,26507,0,2809,0,6946,0,26021,0,6394,0,7084,0
2023-01-03 14:00:00,97507,0,6453,0,7317,0,27009,0,2842,0,6990,0,26429,0,6469,0,7159,0
2023-01-03 15:00:00,100810,0,6864,0,7651,0,27416,0,2979,0,7257,0,26848,0,6899,0,7589,0
2023-01-03 16:00:00,104244,0,7127,0,8167,0,27823,0,3087,0,7733,0,27133,0,7286,0,8001,0
2023-01-03 17:00:00,105366,0,7157,0,8197,0,28295,0,3117,0,7763,0,27573,0,7316,0,8031,0
2023-01-03 18:00:00,106301,0,7187,0,8227,0,28543,0,3147,0,7793,0,28049,0,7346,0,8061,0
2023-01-03 19:00:00,106999,0,7217,0,8257,0,28851,0,3177,0,7823,0,28229,0,7376,0,8091,0
2023-01-03 20:00:00,108190,0,7247,0,8287,0,29385,0,3207,0,7853,0,28676,0,7406,0,8121,0
2023-01-03 21:00:00,109278,0,7277,0,8317,0,29787,0,3237,0,7883,0,29152,0,7436,0,8151,0
2023-01-03 22:00:00,110171,0,7307,0,8347,0,30198,0,3267,0,7913,0,29424,0,7466,0,8181,0
2023-01-03 23:00:00,111176,0,7337,0,8377,0,30553,0,3297,0,7943,0,29865,0,7496,0,8211,0
2023-01-04 00:00:00,112365,0,7367,0,8407,0,30964,0,3327,0,7973,0,30433,0,7526,0,8241,0
2023-01-04 01:00:00,113423,0,7397,0,8437,0,31421,0,3357,0,8003,0,30823,0,7556,0,8271,0
2023-01-04 02:00:00,114375,0,7427,0,8467,0,31764,0,3387,0,8033,0,31222,0,7586,0,8301,0
2023-01-04 03:00:00,115526,0,7457,0,8497,0,32170,0,3417,0,8063,0,31758,0,7616,0,8331,0
2023-01-04 04:00:00,116196,0,7487,0,8527,0,32411,0,3447,0,8093,0,31976,0,7646,0,8361,0
2023-01-04 05:00:00,117173,0,7517,0,8557,0,32712,0,3477,0,8123,0,32442,0,7676,0,8391,0
2023-01-04 06:00:00,118181,0,7547,0,8587,0,33108,0,3507,0,8153,0,32844,0,7706,0,8421,0
2023-01-04 07:00:00,119507,0,7577,0,8617,0,33610,0,3537,0,8183,0,33458,0,7736,0,8451,0
2023-01-04 08:00:00,120775,0,7607,0,8647,0,34095,0,3567,0,8213,0,34031,0,7766,0,8481,0
2023-01-04 09:00:00,124408,0,8079,0,9063,0,34500,0,3670,0,8566,0,34613,0,8211,0,8805,0
2023-01-04 10:00:00,128165,0,8541,0,9459,0,35027,0,3778,0,9127,0,35181,0,8465,0,9200,0
2023-01-04 11:00:00,130841,0,8862,0,9724,0,35525,0,3846,0,9406,0,35537,0,8707,0,9605,0
2023-01-04 12:00:00,132073,0,8892,0,9754,0,35934,0,3876,0,9436,0,36151,0,8737,0,9635,0
2023-01-04 13:00:00,133083,0,8922,0,9784,0,36216,0,3906,0,9466,0,36668,0,8767,0,9665,0
2023-01-04 14:00:00,134458,0,8966,0,9867,0,36649,0,3939,0,9530,0,37152,0,8836,0,9734,0
2023-01-04 15:00:00,138322,0,9518,0,10428,0,37261,0,4026,0,9795,0,37763,0,9353,0,10048,0
2023-01-04 16:00:00,141651,0,9817,0,10854,0,37655,0,4142,0,10136,0,38098,0,9818,0,10599,0
2023-01-04 17:00:00,142707,0,9847,0,10884,0,38053,0,4172,0,10166,0,38547,0,9848,0,10629,0
2023-01-04 18:00:00,143879,0,9877,0,10914,0,38561,0,4202,0,10196,0,39001,0,9878,0,10659,0
2023-01-04 19:00:00,144852,0,9907,0,10944,0,38909,0,4232,0,10226,0,39416,0,9908,0,10689,0
2023-01-04 20:00:00,145853,0,9937,0,10974,0,39200,0,4262,0,10256,0,39916,0,9938,0,10719,0
2023-01-04 21:00:00,147061,0,9967,0,11004,0,39800,0,4292,0,10286,0,40315,0,9968,0,10749,0
2023-01-04 22:00:00,148226,0,9997,0,11034,0,40298,0,4322,0,10316,0,40771,0,9998,0,10779,0
2023-01-04 23:00:00,149552,0,10027,0,11064,0,40843,0,4352,0,10346,0,41341,0,10028,0,10809,0
2023-01-05 00:00:00,150724,0,10057,0,11094,0,41275,0,4382,0,10376,0,41873,0,10058,0,10839,0
2023-01-05 01:00:00,151733,0,10087,0,11124,0,41722,0,4412,0,10406,0,42224,0,10088,0,10869,0
2023-01-05 02:00:00,152960,0,10117,0,11154,0,42234,0,4442,0,10436,0,42729,0,10118,0,10899,0
2023-01-05 03:00:00,153909,0,10147,0,11184,0,42657,0,4472,0,10466,0,43045,0,10148,0,10929,0
2023-01-05 04:00:00,155003,0,10177,0,11214,0,43109,0,4502,0,10496,0,43476,0,10178,0,10959,0
2023-01-05 05:00:00,156236,0,10207,0,11244,0,43662,0,4532,0,10526,0,43947,0,10208,0,10989,0
2023-01-05 06:00:00,157201,0,10237,0,11274,0,43949,0,4562,0,10556,0,44415,0,10238,0,11019,0
2023-01-05 07:00:00,158204,0,10267,0,11304,0,44390,0,4592,0,10586,0,44768,0,10268,0,11049,0
2023-01-05 08:00:00,159110,0,10297,0,11334,0,44738,0,4622,0,10616,0,45114,0,10298,0,11079,0
2023-01-05 09:00:00,163003,0,10710,0,11698,0,45243,0,4742,0,11268,0,45563,0,10840,0,11494,0
2023-01-05 10:00:00,166512,0,11146,0,12089,0,45557,0,4864,0,11712,0,46023,0,11227,0,12014,0
2023-01-05 11:00:00,169275,0,11371,0,12456,0,45927,0,4929,0,12021,0,46490,0,11469,0,12299,0
2023-01-05 12:00:00,170519,0,11401,0,12486,0,46465,0,4959,0,12051,0,46987,0,11499,0,12329,0
2023-01-05 13:00:00,171431,0,11431,0,12516,0,46841,0,4989,0,12081,0,47313,0,11529,0,12359,0
2023-01-05 14:00:00,172350,0,11475,0,12567,0,46871,0,5023,0,12136,0,47700,0,11604,0,12482,0
2023-01-05 15:00:00,175553,0,11922,0,12909,0,47134,0,5158,0,12468,0,48032,0,12154,0,12970,0
2023-01-05 16:00:00,179001,0,12313,0,13434,0,47539,0,5259,0,12946,0,48443,0,12533,0,13324,0
2023-01-05 17:00:00,180212,0,12343,0,13464,0,48066,0,5289,0,12976,0,48917,0,12563,0,13354,0
2023-01-05 18:00:00,181262,0,12373,0,13494,0,48409,0,5319,0,13006,0,49415,0,12593,0,13384,0
2023-01-05 19:00:00,182250,0,12403,0,13524,0,48910,0,5349,0,13036,0,49691,0,12623,0,13414,0
2023-01-05 20:00:00,183292,0,12433,0,13554,0,49485,0,5379,0,13066,0,49948,0,12653,0,13444,0
2023-01-05 21:00:00,184484,0,12463,0,13584,0,49929,0,5409,0,13096,0,50487,0,12683,0,13474,0
2023-01-05 22:00:00,185572,0,12493,0,13614,0,50277,0,5439,0,13126,0,51016,0,12713,0,13504,0
2023-01-05 23:00:00,186677,0,12523,0,13644,0,50743,0,5469,0,13156,0,51445,0,12743,0,13534,0
2023-01-06 00:00:00,187567,0,12553,0,13674,0,51067,0,5499,0,13186,0,51801,0,12773,0,13564,0
2023-01-06 01:00:00,188751,0,12583,0,13704,0,51530,0,5529,0,13216,0,52313,0,12803,0,13594,0
2023-01-06 02:00:00,189576,0,12613,0,13734,0,51704,0,5559,0,13246,0,52753,0,12833,0,13624,0
2023-01-06 03:00:00,190826,0,12643,0,13764,0,52238,0,5589,0,13276,0,53260,0,12863,0,13654,0
2023-01-06 04:00:00,191717,0,12673,0,13794,0,52582,0,5619,0,13306,0,53596,0,12893,0,13684,0
2023-01-06 05:00:00,192853,0,12703,0,13824,0,52995,0,5649,0,13336,0,54109,0,12923,0,13714,0
2023-01-06 06:00:00,193921,0,12733,0,13854,0,53482,0,5679,0,13366,0,54479,0,12953,0,13744,0
2023-01-06 07:00:00,194874,0,12763,0,13884,0,53842,0,5709,0,13396,0,54863,0,12983,0,13774,0
2023-01-06 08:00:00,195933,0,12793,0,13914,0,54245,0,5739,0,13426,0,55309,0,13013,0,13804,0
2023-01-06 09:00:00,199712,0,13186,0,14397,0,54807,0,5846,0,13988,0,55681,0,13595,0,14102,0
2023-01-06 10:00:00,203118,0,13644,0,14776,0,55290,0,5934,0,14309,0,56161,0,13941,0,14563,0
2023-01-06 11:00:00,206092,0,14009,0,15010,0,55881,0,6026,0,14573,0,56707,0,14287,0,14800,0
2023-01-06 12:00:00,207182,0,14039,0,15040,0,56331,0,6056,0,14603,0,57137,0,14317,0,14830,0
2023-01-06 13:00:00,208211,0,14069,0,15070,0,56723,0,6086,0,14633,0,57564,0,14347,0,14860,0
2023-01-06 14:00:00,209694,0,14179,0,15146,0,57248,0,6130,0,14744,0,58042,0,14382,0,14895,0
2023-01-06 15:00:00,213082,0,14665,0,15486,0,57611,0,6228,0,15094,0,58461,0,14865,0,15337,0
2023-01-06 16:00:00,217116,0,15100,0,16140,0,58051,0,6340,0,15586,0,58848,0,15473,0,15809,0
2023-01-06 17:00:00,218290,0,15130,0,16170,0,58529,0,6370,0,15616,0,59335,0,15503,0,15839,0
2023-01-06 18:00:00,219773,0,15160,0,16200,0,59192,0,6400,0,15646,0,59945,0,15533,0,15869,0
2023-01-06 19:00:00,220775,0,15190,0,16230,0,59521,0,6430,0,15676,0,60408,0,15563,0,15899,0
2023-01-06 20:00:00,222085,0,15220,0,16260,0,60060,0,6460,0,15706,0,60970,0,15593,0,15929,0
2023-01-06 21:00:00,223232,0,15250,0,16290,0,60495,0,6490,0,15736,0,61470,0,15623,0,15959,0
2023-01-06 22:00:00,224449,0,15280,0,16320,0,60910,0,6520,0,15766,0,62063,0,15653,0,15989,0
2023-01-06 23:00:00,225408,0,15310,0,16350,0,61252,0,6550,0,15796,0,62470,0,15683,0,16019,0
2023-01-07 00:00:00,226520,0,15340,0,16380,0,61648,0,6580,0,15826,0,62976,0,15713,0,16049,0
2023-01-07 01:00:00,227836,0,15370,0,16410,0,62255,0,6610,0,15856,0,63474,0,15743,0,16079,0
2023-01-07 02:00:00,228869,0,15400,0,16440,0,62672,0,6640,0,15886,0,63881,0,15773,0,16109,0
2023-01-07 03:00:00,230112,0,15430,0,16470,0,63198,0,6670,0,15916,0,64388,0,15803,0,16139,0
2023-01-07 04:00:00,231480,0,15460,0,16500,0,63783,0,6700,0,15946,0,64961,0,15833,0,16169,0
2023-01-07 05:00:00,232511,0,15490,0,16530,0,64169,0,6730,0,15976,0,65396,0,15863,0,16199,0
2023-01-07 06:00:00,233852,0,15520,0,16560,0,64665,0,6760,0,16006,0,66031,0,15893,0,16229,0
2023-01-07 07:00:00,234914,0,15550,0,16590,0,65027,0,6790,0,16036,0,66521,0,15923,0,16259,0
2023-01-07 08:00:00,236027,0,15580,0,16620,0,65482,0,6820,0,16066,0,66968,0,15953,0,16289,0
2023-01-07 09:00:00,240305,0,15915,0,17298,0,66121,0,6929,0,16720,0,67584,0,16469,0,16661,0
2023-01-07 10:00:00,244172,0,16462,0,17947,0,66615,0,7044,0,17105,0,68037,0,16949,0,17056,0
2023-01-07 11:00:00,246485,0,16702,0,18204,0,66940,0,7108,0,17447,0,68393,0,17266,0,17240,0
2023-01-07 12:00:00,247490,0,16732,0,18234,0,67349,0,7138,0,17477,0,68780,0,17296,0,17270,0
2023-01-07 13:00:00,248617,0,16762,0,18264,0,67755,0,7168,0,17507,0,69290,0,17326,0,17300,0
2023-01-07 14:00:00,249825,0,16806,0,18375,0,68306,0,7212,0,17552,0,69492,0,17433,0,17344,0
2023-01-07 15:00:00,253228,0,17246,0,18724,0,68466,0,7338,0,17875,0,69938,0,17940,0,17873,0
2023-01-07 16:00:00,256605,0,17724,0,19087,0,68866,0,7449,0,18283,0,70359,0,18346,0,18262,0
2023-01-07 17:00:00,257513,0,17754,0,19117,0,69190,0,7479,0,18313,0,70733,0,18376,0,18292,0
2023-01-07 18:00:00,258546,0,17784,0,19147,0,69576,0,7509,0,18343,0,71170,0,18406,0,18322,0
2023-01-07 19:00:00,259490,0,17814,0,19177,0,69965,0,7539,0,18373,0,71514,0,18436,0,18352,0
2023-01-07 20:00:00,260475,0,17844,0,19207,0,70406,0,7569,0,18403,0,71849,0,18466,0,18382,0
2023-01-07 21:00:00,261651,0,17874,0,19237,0,70830,0,7599,0,18433,0,72391,0,18496,0,18412,0
2023-01-07 22:00:00,262702,0,17904,0,19267,0,71204,0,7629,0,18463,0,72859,0,18526,0,18442,0
2023-01-07 23:00:00,263652,0,17934,0,19297,0,71628,0,7659,0,18493,0,73175,0,18556,0,18472,0
2023-01-08 00:00:00,264552,0,17964,0,19327,0,71928,0,7689,0,18523,0,73565,0,18586,0,18502,0
2023-01-08 01:00:00,265607,0,17994,0,19357,0,72327,0,7719,0,18553,0,74010,0,18616,0,18532,0
2023-01-08 02:00:00,266460,0,18024,0,19387,0,72556,0,7749,0,18583,0,74425,0,18646,0,18562,0
2023-01-08 03:00:00,267602,0,18054,0,19417,0,73076,0,7779,0,18613,0,74836,0,18676,0,18592,0
2023-01-08 04:00:00,268753,0,18084,0,19447,0,73538,0,7809,0,18643,0,75316,0,18706,0,18622,0
2023-01-08 05:00:00,269918,0,18114,0,19477,0,73937,0,7839,0,18673,0,75872,0,18736,0,18652,0
2023-01-08 06:00:00,270838,0,18144,0,19507,0,74250,0,7869,0,18703,0,76268,0,18766,0,18682,0
2023-01-08 07:00:00,271758,0,18174,0,19537,0,74687,0,7899,0,18733,0,76541,0,18796,0,18712,0
2023-01-08 08:00:00,272627,0,18204,0,19567,0,75001,0,7929,0,18763,0,76886,0,18826,0,18742,0
2023-01-08 09:00:00,276125,0,18556,0,19917,0,75510,0,8015,0,19156,0,77269,0,19309,0,19180,0
2023-01-08 10:00:00,279480,0,18942,0,20401,0,75935,0,8139,0,19455,0,77652,0,19663,0,19563,0
2023-01-08 11:00:00,282010,0,19125,0,20722,0,76301,0,8194,0,19715,0,78024,0,19906,0,19970,0
2023-01-08 12:00:00,283007,0,19155,0,20752,0,76693,0,8224,0,19745,0,78420,0,19936,0,20000,0
2023-01-08 13:00:00,284208,0,19185,0,20782,0,77164,0,8254,0,19775,0,78939,0,19966,0,20030,0
2023-01-08 14:00:00,285370,0,19228,0,20826,0,77541,0,8296,0,19844,0,79355,0,20010,0,20085,0
2023-01-08 15:00:00,289190,0,19570,0,21380,0,78081,0,8411,0,20334,0,79686,0,20611,0,20400,0
2023-01-08 16:00:00,292634,0,19903,0,21889,0,78450,0,8514,0,20659,0,80136,0,21031,0,20900,0
2023-01-08 17:00:00,293886,0,19933,0,21919,0,78987,0,8544,0,20689,0,80641,0,21061,0,20930,0
2023-01-08 18:00:00,294811,0,19963,0,21949,0,79340,0,8574,0,20719,0,81003,0,21091,0,20960,0
2023-01-08 19:00:00,295827,0,19993,0,21979,0,79699,0,8604,0,20749,0,81450,0,21121,0,20990,0
2023-01-08 20:00:00,297003,0,20023,0,22009,0,80286,0,8634,0,20779,0,81830,0,21151,0,21020,0
2023-01-08 21:00:00,298023,0,20053,0,22039,0,80725,0,8664,0,20809,0,82200,0,21181,0,21050,0
2023-01-08 22:00:00,299194,0,20083,0,22069,0,81222,0,8694,0,20839,0,82663,0,21211,0,21080,0
2023-01-08 23:00:00,300146,0,20113,0,22099,0,81539,0,8724,0,20869,0,83089,0,21241,0,21110,0
2023-01-09 00:00:00,301310,0,20143,0,22129,0,81973,0,8754,0,20899,0,83610,0,21271,0,21140,0
2023-01-09 01:00:00,302259,0,20173,0,22159,0,82294,0,8784,0,20929,0,84026,0,21301,0,21170,0
2023-01-09 02:00:00,303260,0,20203,0,22189,0,82713,0,8814,0,20959,0,84399,0,21331,0,21200,0
2023-01-09 03:00:00,304433,0,20233,0,22219,0,83211,0,8844,0,20989,0,84865,0,21361,0,21230,0
2023-01-09 04:00:00,305600,0,20263,0,22249,0,83725,0,8874,0,21019,0,85307,0,21391,0,21260,0
2023-01-09 05:00:00,306660,0,20293,0,22279,0,84127,0,8904,0,21049,0,85755,0,21421,0,21290,0
2023-01-09 06:00:00,307526,0,20323,0,22309,0,84393,0,8934,0,21079,0,86144,0,21451,0,21320,0
2023-01-09 07:00:00,308435,0,20353,0,22339,0,84670,0,8964,0,21109,0,86567,0,21481,0,21350,0
2023-01-09 08:00:00,309449,0,20383,0,22369,0,85138,0,8994,0,21139,0,86903,0,21511,0,21380,0
2023-01-09 09:00:00,313470,0,20965,0,22826,0,85679,0,9117,0,21762,0,87196,0,21938,0,21763,0
2023-01-09 10:00:00,317257,0,21514,0,23284,0,86167,0,9231,0,22154,0,87698,0,22311,0,22222,0
2023-01-09 11:00:00,319823,0,21852,0,23435,0,86664,0,9299,0,22505,0,88190,0,22496,0,22495,0
2023-01-09 12:00:00,320968,0,21882,0,23465,0,87246,0,9329,0,22535,0,88542,0,22526,0,22525,0
2023-01-09 13:00:00,321963,0,21912,0,23495,0,87632,0,9359,0,22565,0,88941,0,22556,0,22555,0
2023-01-09 14:00:00,323323,0,21994,0,23539,0,88152,0,9397,0,22631,0,89289,0,22649,0,22614,0
2023-01-09 15:00:00,327088,0,22393,0,23993,0,88497,0,9509,0,23165,0,89716,0,23103,0,23123,0
2023-01-09 16:00:00,331006,0,23019,0,24354,0,88916,0,9644,0,23660,0,90158,0,23449,0,23590,0
2023-01-09 17:00:00,331942,0,23049,0,24384,0,89223,0,9674,0,23690,0,90577,0,23479,0,23620,0
2023-01-09 18:00:00,332794,0,23079,0,24414,0,89523,0,9704,0,23720,0,90918,0,23509,0,23650,0
2023-01-09 19:00:00,333922,0,23109,0,24444,0,89913,0,9734,0,23750,0,91447,0,23539,0,23680,0
2023-01-09 20:00:00,334941,0,23139,0,24474,0,90308,0,9764,0,23780,0,91861,0,23569,0,23710,0
2023-01-09 21:00:00,335990,0,23169,0,24504,0,90705,0,9794,0,23810,0,92303,0,23599,0,23740,0
2023-01-09 22:00:00,337117,0,23199,0,24534,0,91190,0,9824,0,23840,0,92735,0,23629,0,23770,0
2023-01-09 23:00:00,338489,0,23229,0,24564,0,91723,0,9854,0,23870,0,93363,0,23659,0,23800,0
2023-01-10 00:00:00,339576,0,23259,0,24594,0,92211,0,9884,0,23900,0,93753,0,23689,0,23830,0
2023-01-10 01:00:00,340498,0,23289,0,24624,0,92524,0,9914,0,23930,0,94151,0,23719,0,23860,0
2023-01-10 02:00:00,341437,0,23319,0,24654,0,92898,0,9944,0,23960,0,94507,0,23749,0,23890,0
2023-01-10 03:00:00,342339,0,23349,0,24684,0,93350,0,9974,0,23990,0,94746,0,23779,0,23920,0
2023-01-10 04:00:00,343206,0,23379,0,24714,0,93745,0,10004,0,24020,0,95009,0,23809,0,23950,0
2023-01-10 05:00:00,344168,0,23409,0,24744,0,94020,0,10034,0,24050,0,95486,0,23839,0,23980,0
2023-01-10 06:00:00,345244,0,23439,0,24774,0,94463,0,10064,0,24080,0,95908,0,23869,0,24010,0
2023-01-10 07:00:00,346278,0,23469,0,24804,0,94839,0,10094,0,24110,0,96357,0,23899,0,24040,0
2023-01-10 08:00:00,347432,0,23499,0,24834,0,95325,0,10124,0,24140,0,96815,0,23929,0,24070,0
2023-01-10 09:00:00,350838,0,24068,0,25252,0,95709,0,10239,0,24454,0,97237,0,24265,0,24524,0
2023-01-10 10:00:00,354238,0,24592,0,25800,0,96052,0,10359,0,24939,0,97670,0,24608,0,24831,0
2023-01-10 11:00:00,357070,0,24768,0,26066,0,96488,0,10434,0,25278,0,98218,0,25015,0,25147,0
2023-01-10 12:00:00,358316,0,24798,0,26096,0,96994,0,10464,0,25308,0,98748,0,25045,0,25177,0
2023-01-10 13:00:00,359261,0,24828,0,26126,0,97344,0,10494,0,25338,0,99133,0,25075,0,25207,0
2023-01-10 14:00:00,360464,0,24952,0,26237,0,97759,0,10531,0,25407,0,99455,0,25120,0,25242,0
2023-01-10 15:00:00,364080,0,25330,0,26709,0,98179,0,10679,0,25807,0,99918,0,25595,0,25712,0
2023-01-10 16:00:00,367570,0,25710,0,27169,0,98569,0,10797,0,26175,0,100458,0,25939,0,26205,0
2023-01-10 17:00:00,368918,0,25740,0,27199,0,99266,0,10827,0,26205,0,100898,0,25969,0,26235,0
2023-01-10 18:00:00,370011,0,25770,0,27229,0,99772,0,10857,0,26235,0,101276,0,25999,0,26265,0
2023-01-10 19:00:00,371111,0,25800,0,27259,0,100256,0,10887,0,26265,0,101681,0,26029,0,26295,0
2023-01-10 20:00:00,371939,0,25830,0,27289,0,100594,0,10917,0,26295,0,101961,0,26059,0,26325,0
2023-01-10 21:00:00,373041,0,25860,0,27319,0,100980,0,10947,0,26325,0,102468,0,26089,0,26355,0
